row_id,master_table_name,combined_row_type,source_model_period,bank_amount_counting_flag,bank_amount_for_reconciliation,business_allocated_amount_for_reconciliation,is_split_mapping,split_mapping_row_number,split_mapping_total_rows,bank_transaction_id,bank_account_id,bank_account_name,transaction_date,booking_date,value_date,transaction_sequence,direction,bank_amount_original,bank_currency,bank_fx_rate,bank_base_currency,bank_base_currency_amount,running_balance_base,counterparty_raw_name,transaction_description_raw,bank_reference,payment_method,bank_channel,country_hint,merchant_category_hint,is_user_visible,is_duplicate_candidate,is_reversal_candidate,is_internal_transfer_candidate,data_quality_issue_flag,data_quality_issue_type,raw_statement_line,mapping_id,mapping_type,allocated_amount_original,mapping_currency,allocated_amount_base,allocation_ratio,mapping_confidence_truth,platform_payout_id,allocation_status,mapping_explanation,business_event_id,business_event_date,business_event_month,fiscal_year,fiscal_quarter,company_id,region,business_country,customer_id,customer_name,supplier_id,supplier_name,counterparty_standard_name,counterparty_type,business_event_type,revenue_or_cost_category,product_or_service,department,cost_center,project,sales_channel,contract_id,contract_start_date,contract_end_date,ongoing_contract_flag,invoice_number,invoice_date,invoice_amount_original,business_currency,business_base_currency,business_fx_rate,business_base_currency_amount,payment_terms_days,due_date,expected_settlement_date,actual_settlement_date,settlement_status,settlement_lag_days,aging_bucket,partial_settlement_flag,open_amount_original,open_amount_base,overdue_flag,refund_or_reversal_flag,platform_payout_related_flag,generation_method,assumption_level,business_explanation,source_table_trace,customer_type,payout_country_scope,payout_region_scope,duplicate_candidate_group,duplicate_similarity_basis,daily_transaction_sequence
MASTER-0000573,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2022-01,TRUE,18347.84,18347.84,FALSE,1,1,BTX-REV-202201-0012,KEEYA-NL-OPER-001,EUR operating account,2022-01-01,2022-01-02,2022-01-03,305,INFLOW,18347.84,EUR,1.000000,EUR,18347.84,2436496.09,MEYER KANZLEI PARTNER,SEPA CT INV-202201-017 MEYER KANZLEI PARTNE,EREF-INV-202201-017,SEPA Credit Transfer,SEPA_BANK_EXPORT,Germany,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-01 | 18347.84 | EUR | MEYER KANZLEI PARTNER | SEPA CT INV-202201-017 MEYER KANZLEI PARTNE | EREF-INV-202201-017,MAP-0000559,ONE_TO_ONE,18347.84,EUR,18347.84,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202201-017,2022-01-01,2022-01,2022,Q1,KEEYA_EUROPE_BV,DACH,Germany,CUST-DE-011,Meyer Kanzlei Partner,,,Meyer Kanzlei Partner,CUSTOMER,AI Reconciliation / AI Classification Revenue,AI Reconciliation / AI Classification Revenue,AI Reconciliation,Reconciliation Engine,Revenue Operations,Reconciliation Engine,Accounting Firm Referral,CT-CUST-DE-011-202201,2022-01-01,2027-12-31,TRUE,INV-202201-017,2022-01-01,18347.84,EUR,EUR,1.00,18347.84,0,2022-01-01,2022-01-01,2022-01-01,INSTANT_SETTLED,0,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,Logistics Company,,,,,3
MASTER-0000574,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-2609.49,-2609.49,FALSE,1,1,BTX-EXP-202112-0020,KEEYA-NL-OPER-001,EUR operating account,2022-01-02,2022-01-03,2022-01-04,306,OUTFLOW,-2609.49,EUR,1.000000,EUR,-2609.49,2433886.60,LEGAL ACCOUNTING BV,LEGAL ACCOUNTING BV BILL-202112-020,VREF-BILL-202112-020,Direct Debit,SEPA_BANK_EXPORT,Netherlands,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-02 | -2609.49 | EUR | LEGAL ACCOUNTING BV | LEGAL ACCOUNTING BV BILL-202112-020 | VREF-BILL-202112-020,MAP-0000560,ONE_TO_ONE,-2609.49,EUR,-2609.49,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-020,2021-12-05,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,Netherlands,,,SUP-PRO,Visser Legal & Audit B.V.,Visser Legal & Audit B.V.,SUPPLIER,Professional Service,Professional Service,Professional Service,Compliance Localization,Compliance,Compliance Localization,,,2021-12-05,2022-12-05,FALSE,,2021-12-05,2609.49,EUR,EUR,1.00,-2609.49,30,2022-01-04,2022-01-04,2022-01-02,SETTLED_ON_TIME,28,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
MASTER-0000575,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2022-01,TRUE,18452.30,18452.30,FALSE,1,1,BTX-REV-202201-0020,KEEYA-NL-OPER-001,EUR operating account,2022-01-03,2022-01-03,2022-01-04,307,INFLOW,18452.30,EUR,1.000000,EUR,18452.30,2452338.90,KELLER,SEPA CT INV-202201-022 KELLER RETAIL GMBH,EREF-INV-202201-022,SEPA Credit Transfer,SEPA_BANK_EXPORT,Germany,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-03 | 18452.30 | EUR | KELLER | SEPA CT INV-202201-022 KELLER RETAIL GMBH | EREF-INV-202201-022,MAP-0000562,ONE_TO_ONE,18452.30,EUR,18452.30,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202201-022,2022-01-03,2022-01,2022,Q1,KEEYA_EUROPE_BV,DACH,Germany,CUST-DE-001,Keller Retail GmbH,,,Keller Retail GmbH,CUSTOMER,Implementation Service Revenue,Implementation Service Revenue,Implementation / Onboarding Service,Enterprise Pilot and Onboarding,Revenue Operations,EU Pilot,Accounting Firm Referral,CT-CUST-DE-001-202201,2022-01-03,2027-12-31,TRUE,INV-202201-022,2022-01-03,18452.30,EUR,EUR,1.00,18452.30,0,2022-01-03,2022-01-03,2022-01-03,INSTANT_SETTLED,0,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,Retail Chain,,,,,1
MASTER-0000576,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-929.88,-929.88,FALSE,1,1,BTX-EXP-202112-0006,KEEYA-PLATFORM-CLEAR-001,platform clearing account,2022-01-03,2022-01-03,2022-01-04,128,OUTFLOW,-929.88,EUR,1.000000,EUR,-929.88,27096.30,HETZNER ONLINE,HETZNER ONLINE MONITORING 2021-12,VREF-BILL-202112-006,Corporate Card,SEPA_BANK_EXPORT,Germany,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-03 | -929.88 | EUR | HETZNER ONLINE | HETZNER ONLINE MONITORING 2021-12 | VREF-BILL-202112-006,MAP-0000561,ONE_TO_ONE,-929.88,EUR,-929.88,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-006,2021-12-20,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,Germany,,,SUP-HETZ,Hetzner Online GmbH,Hetzner Online GmbH,SUPPLIER,Data Storage / Monitoring Cost,Data Storage / Monitoring Cost,Data Storage / Monitoring Cost,Engineering,Engineering,Core Platform,,,2021-12-20,2022-12-20,FALSE,,2021-12-20,929.88,EUR,EUR,1.00,-929.88,15,2022-01-04,2022-01-04,2022-01-03,SETTLED_ON_TIME,14,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
MASTER-0000577,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,4359.00,4359.00,FALSE,1,1,BTX-REV-202112-0003,KEEYA-NL-OPER-001,EUR operating account,2022-01-03,2022-01-04,2022-01-05,308,INFLOW,4359.00,EUR,1.000000,EUR,4359.00,2456697.90,Antwerp Logistics Group NV,DD CORE ANTWERP LOGISTICS INV-202112-003,EREF-INV-202112-003,SEPA Direct Debit,SEPA_BANK_EXPORT,Belgium,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-03 | 4359.00 | EUR | Antwerp Logistics Group NV | DD CORE ANTWERP LOGISTICS INV-202112-003 | EREF-INV-202112-003,MAP-0000563,ONE_TO_ONE,4359.00,EUR,4359.00,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202112-003,2021-12-04,2021-12,2021,Q4,KEEYA_EUROPE_BV,Benelux,Belgium,CUST-BE-018,Antwerp Logistics Group NV,,,Antwerp Logistics Group NV,CUSTOMER,SaaS Subscription Revenue,SaaS Subscription Revenue,Bank-to-Voucher Automation,Core Automation Platform,Revenue Operations,Core Platform,Accounting Firm Referral,CT-CUST-BE-018-202112,2021-12-04,2027-11-30,TRUE,INV-202112-003,2021-12-04,4359.00,EUR,EUR,1.00,4359.00,30,2022-01-03,2022-01-03,2022-01-03,SETTLED_ON_TIME,30,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,Logistics Company,,,,,2
MASTER-0000578,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,17203.97,17203.97,FALSE,1,1,BTX-REV-202112-0018,KEEYA-NL-OPER-001,EUR operating account,2022-01-03,2022-01-04,2022-01-05,309,INFLOW,17203.97,EUR,1.000000,EUR,17203.97,2473901.87,DUBLIN FREIGHT ANALYTICS LTD,DD CORE DUBLIN FREIGHT ANA INV-202112-027,EREF-INV-202112-027,SEPA Direct Debit,SEPA_BANK_EXPORT,Ireland,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-03 | 17203.97 | EUR | DUBLIN FREIGHT ANALYTICS LTD | DD CORE DUBLIN FREIGHT ANA INV-202112-027 | EREF-INV-202112-027,MAP-0000564,ONE_TO_ONE,17203.97,EUR,17203.97,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202112-027,2021-12-04,2021-12,2021,Q4,KEEYA_EUROPE_BV,UK & Ireland,Ireland,CUST-IE-007,Dublin Freight Analytics Ltd,,,Dublin Freight Analytics Ltd,CUSTOMER,Partner Channel Revenue,Partner Channel Revenue,Partner Accounting Firm Package,Partner Accounting Firm Network,Revenue Operations,Partner Expansion,Direct Sales,CT-CUST-IE-007-202112,2021-12-04,2027-11-30,TRUE,INV-202112-027,2021-12-04,17203.97,EUR,EUR,1.00,17203.97,30,2022-01-03,2022-01-03,2022-01-03,SETTLED_ON_TIME,30,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,SME,,,,,3
MASTER-0000579,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,1965.73,1965.73,FALSE,1,1,BTX-REV-202112-0011,KEEYA-NL-OPER-001,EUR operating account,2022-01-04,2022-01-05,2022-01-06,310,INFLOW,1965.73,EUR,1.000000,EUR,1965.73,2475867.60,Emerald Retail Systems Ltd,SEPA CT INV-202112-018 EMERALD RETAIL SYSTE,EREF-INV-202112-018,SEPA Direct Debit,SEPA_BANK_EXPORT,Ireland,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-04 | 1965.73 | EUR | Emerald Retail Systems Ltd | SEPA CT INV-202112-018 EMERALD RETAIL SYSTE | EREF-INV-202112-018,MAP-0000566,ONE_TO_ONE,1965.73,EUR,1965.73,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202112-018,2021-12-05,2021-12,2021,Q4,KEEYA_EUROPE_BV,UK & Ireland,Ireland,CUST-IE-015,Emerald Retail Systems Ltd,,,Emerald Retail Systems Ltd,CUSTOMER,SaaS Subscription Revenue,SaaS Subscription Revenue,Financial Reporting Module,Reporting and Analytics,Revenue Operations,Reporting Dashboard,Inbound Website,CT-CUST-IE-015-202112,2021-12-05,2027-11-30,TRUE,INV-202112-018,2021-12-05,1965.73,EUR,EUR,1.00,1965.73,30,2022-01-04,2022-01-04,2022-01-04,SETTLED_ON_TIME,30,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,Retail Chain,,,,,1
MASTER-0000580,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2022-01,TRUE,21459.78,21459.78,FALSE,1,1,BTX-REV-202201-0005,KEEYA-NL-OPER-001,EUR operating account,2022-01-05,2022-01-05,2022-01-06,311,INFLOW,21459.78,EUR,1.000000,EUR,21459.78,2497327.38,Iberia Shop Online S.L.,SEPA CT INV-202201-007 IBERIA SHOP ONLINE S,EREF-INV-202201-007,SEPA Credit Transfer,SEPA_BANK_EXPORT,Spain,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-05 | 21459.78 | EUR | Iberia Shop Online S.L. | SEPA CT INV-202201-007 IBERIA SHOP ONLINE S | EREF-INV-202201-007,MAP-0000567,ONE_TO_ONE,21459.78,EUR,21459.78,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202201-007,2022-01-04,2022-01,2022,Q1,KEEYA_EUROPE_BV,Southern Europe,Spain,CUST-ES-005,Iberia Shop Online S.L.,,,Iberia Shop Online S.L.,CUSTOMER,AI Reconciliation / AI Classification Revenue,AI Reconciliation / AI Classification Revenue,AI Bank Transaction Classification,Reconciliation Engine,Revenue Operations,Reconciliation Engine,Inbound Website,CT-CUST-ES-005-202201,2022-01-04,2027-12-31,TRUE,INV-202201-007,2022-01-04,21459.78,EUR,EUR,1.00,21459.78,0,2022-01-04,2022-01-04,2022-01-05,INSTANT_SETTLED,1,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,Accounting Firm,,,,,1
MASTER-0000581,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-916.84,-916.84,FALSE,1,1,BTX-EXP-202112-0007,KEEYA-PLATFORM-CLEAR-001,platform clearing account,2022-01-04,2022-01-05,2022-01-06,129,OUTFLOW,-916.84,EUR,1.000000,EUR,-916.84,26179.46,SNOWFLAKE NL,SNOWFLAKE NL MONITORING 2021-12,VREF-BILL-202112-007,Vendor Bank Transfer,SEPA_BANK_EXPORT,Netherlands,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-04 | -916.84 | EUR | SNOWFLAKE NL | SNOWFLAKE NL MONITORING 2021-12 | VREF-BILL-202112-007,MAP-0000565,ONE_TO_ONE,-916.84,EUR,-916.84,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-007,2021-12-07,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,Netherlands,,,SUP-SNOW,Snowflake Computing Netherlands B.V.,Snowflake Computing Netherlands B.V.,SUPPLIER,Data Storage / Monitoring Cost,Data Storage / Monitoring Cost,Data Storage / Monitoring Cost,Engineering,Engineering,Core Platform,,,2021-12-07,2022-12-07,FALSE,,2021-12-07,916.84,EUR,EUR,1.00,-916.84,30,2022-01-06,2022-01-06,2022-01-04,SETTLED_ON_TIME,28,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
MASTER-0000582,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2022-01,TRUE,49793.78,49793.78,FALSE,1,1,BTX-REV-202201-0017,KEEYA-NL-OPER-001,EUR operating account,2022-01-06,2022-01-07,2022-01-08,312,INFLOW,49793.78,EUR,1.000000,EUR,49793.78,2547121.16,Milano Commerce Cloud SRL,DD CORE MILANO COMMERCE CL INV-202201-023,EREF-INV-202201-023,SEPA Direct Debit,SEPA_BANK_EXPORT,Italy,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-06 | 49793.78 | EUR | Milano Commerce Cloud SRL | DD CORE MILANO COMMERCE CL INV-202201-023 | EREF-INV-202201-023,MAP-0000568,ONE_TO_ONE,49793.78,EUR,49793.78,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202201-023,2022-01-06,2022-01,2022,Q1,KEEYA_EUROPE_BV,Southern Europe,Italy,CUST-IT-017,Milano Commerce Cloud SRL,,,Milano Commerce Cloud SRL,CUSTOMER,SaaS Subscription Revenue,SaaS Subscription Revenue,Financial Reporting Module,Reporting and Analytics,Revenue Operations,Reporting Dashboard,Enterprise Pilot,CT-CUST-IT-017-202201,2022-01-06,2027-12-31,TRUE,INV-202201-023,2022-01-06,49793.78,EUR,EUR,1.00,49793.78,0,2022-01-06,2022-01-06,2022-01-06,INSTANT_SETTLED,0,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,E-commerce Seller,,,,,1
MASTER-0000583,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2022-01,TRUE,10921.59,10921.59,FALSE,1,1,BTX-REV-202201-0013,KEEYA-NL-OPER-001,EUR operating account,2022-01-07,2022-01-07,2022-01-08,313,INFLOW,10921.59,EUR,1.000000,EUR,10921.59,2558042.75,STOCKHOLM,SEPA CT INV-202201-019 STOCKHOLM ADVISORY O,EREF-INV-202201-019,SEPA Direct Debit,SEPA_BANK_EXPORT,Sweden,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-07 | 10921.59 | EUR | STOCKHOLM | SEPA CT INV-202201-019 STOCKHOLM ADVISORY O | EREF-INV-202201-019,MAP-0000569,ONE_TO_ONE,10921.59,EUR,10921.59,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202201-019,2022-01-06,2022-01,2022,Q1,KEEYA_EUROPE_BV,Nordics,Sweden,CUST-SE-016,Stockholm Advisory Office AB,,,Stockholm Advisory Office AB,CUSTOMER,SaaS Subscription Revenue,SaaS Subscription Revenue,Financial Reporting Module,Reporting and Analytics,Revenue Operations,Reporting Dashboard,Direct Sales,CT-CUST-SE-016-202201,2022-01-06,2027-12-31,TRUE,INV-202201-019,2022-01-06,10921.59,EUR,EUR,1.00,10921.59,0,2022-01-06,2022-01-06,2022-01-07,INSTANT_SETTLED,1,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,SME,,,,,1
MASTER-0000584,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-8549.30,-8549.30,FALSE,1,1,BTX-EXP-202112-0008,KEEYA-PLATFORM-CLEAR-001,platform clearing account,2022-01-08,2022-01-09,2022-01-10,130,OUTFLOW,-8549.30,EUR,1.000000,EUR,-8549.30,17630.16,ING SERVICE CHARGES,ING SERVICE CHARGES BILL-202112-008,VREF-BILL-202112-008,Corporate Card,SEPA_BANK_EXPORT,Netherlands,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-08 | -8549.30 | EUR | ING SERVICE CHARGES | ING SERVICE CHARGES BILL-202112-008 | VREF-BILL-202112-008,MAP-0000570,ONE_TO_ONE,-8549.30,EUR,-8549.30,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-008,2021-12-10,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,Netherlands,,,BANK-ING,ING Bank N.V.,ING Bank N.V.,SUPPLIER,Payment Processing Fees,Payment Processing Fees,Payment Processing Fees,Finance,Finance,Core Platform,,,2021-12-10,2022-12-10,FALSE,,2021-12-10,8549.30,EUR,EUR,1.00,-8549.30,30,2022-01-09,2022-01-09,2022-01-08,SETTLED_ON_TIME,29,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
MASTER-0000585,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-1925.49,-1925.49,FALSE,1,1,BTX-EXP-202112-0019,KEEYA-EUR-SAVINGS,EUR savings account,2022-01-12,2022-01-13,2022-01-14,17,OUTFLOW,-1925.49,EUR,1.000000,EUR,-1925.49,-248633.66,WEWORK AMS,WEWORK AMS BILL-202112-019,VREF-BILL-202112-019,Direct Debit,SEPA_BANK_EXPORT,Netherlands,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-12 | -1925.49 | EUR | WEWORK AMS | WEWORK AMS BILL-202112-019 | VREF-BILL-202112-019,MAP-0000571,ONE_TO_ONE,-1925.49,EUR,-1925.49,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-019,2021-12-15,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,Netherlands,,,SUP-RENT,WeWork Netherlands B.V.,WeWork Netherlands B.V.,SUPPLIER,Office Rent / Coworking,Office Rent / Coworking,Office Rent / Coworking,Core Automation Platform,G&A,Core Platform,,,2021-12-15,2022-12-15,FALSE,,2021-12-15,1925.49,EUR,EUR,1.00,-1925.49,30,2022-01-14,2022-01-14,2022-01-12,SETTLED_ON_TIME,28,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
MASTER-0000586,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,19284.42,19284.42,FALSE,1,1,BTX-REV-202112-0010,KEEYA-NL-OPER-001,EUR operating account,2022-01-14,2022-01-14,2022-01-15,314,INFLOW,19284.42,EUR,1.000000,EUR,19284.42,2577327.17,Factura Clara S.L.,SEPA CT INV-202112-016 FACTURA CLARA S.L.,EREF-INV-202112-016,SEPA Credit Transfer,SEPA_BANK_EXPORT,Spain,B2B_CUSTOMER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-14 | 19284.42 | EUR | Factura Clara S.L. | SEPA CT INV-202112-016 FACTURA CLARA S.L. | EREF-INV-202112-016,MAP-0000574,ONE_TO_ONE,19284.42,EUR,19284.42,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-REV-202112-016,2021-12-03,2021-12,2021,Q4,KEEYA_EUROPE_BV,Southern Europe,Spain,CUST-ES-014,Factura Clara S.L.,,,Factura Clara S.L.,CUSTOMER,AI Reconciliation / AI Classification Revenue,AI Reconciliation / AI Classification Revenue,AI Reconciliation,Reconciliation Engine,Revenue Operations,Reconciliation Engine,Direct Sales,CT-CUST-ES-014-202112,2021-12-03,2027-11-30,TRUE,INV-202112-016,2021-12-03,19284.42,EUR,EUR,1.00,19284.42,45,2022-01-17,2022-01-17,2022-01-14,SETTLED_ON_TIME,42,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,E-commerce Seller,,,,,1
MASTER-0000587,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-977.75,-977.75,FALSE,1,1,BTX-EXP-202112-0005,KEEYA-PLATFORM-CLEAR-001,platform clearing account,2022-01-13,2022-01-14,2022-01-14,131,OUTFLOW,-977.75,EUR,1.000000,EUR,-977.75,16652.41,MINDEE OCR,MINDEE OCR OCR API 2021-12,VREF-BILL-202112-005,Corporate Card,SEPA_BANK_EXPORT,France,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-13 | -977.75 | EUR | MINDEE OCR | MINDEE OCR OCR API 2021-12 | VREF-BILL-202112-005,MAP-0000572,ONE_TO_ONE,-977.75,EUR,-977.75,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-005,2021-12-15,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,France,,,SUP-MINDEE,Mindee SAS,Mindee SAS,SUPPLIER,OCR API Cost,OCR API Cost,OCR API Cost,Document AI,Document AI,Document AI,,,2021-12-15,2022-12-15,FALSE,,2021-12-15,977.75,EUR,EUR,1.00,-977.75,30,2022-01-14,2022-01-14,2022-01-13,SETTLED_ON_TIME,29,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
MASTER-0000588,keeya_europe_bank_business_master_table,BANK_TO_BUSINESS,2021-12,TRUE,-1359.65,-1359.65,FALSE,1,1,BTX-EXP-202112-0002,KEEYA-PLATFORM-CLEAR-001,platform clearing account,2022-01-14,2022-01-14,2022-01-15,132,OUTFLOW,-1359.65,EUR,1.000000,EUR,-1359.65,15292.76,MSFT AZURE,MSFT AZURE CLOUD BILLING 2021-12,VREF-BILL-202112-002,Corporate Card,SEPA_BANK_EXPORT,Ireland,B2B_SUPPLIER,TRUE,FALSE,FALSE,FALSE,FALSE,,2022-01-14 | -1359.65 | EUR | MSFT AZURE | MSFT AZURE CLOUD BILLING 2021-12 | VREF-BILL-202112-002,MAP-0000573,ONE_TO_ONE,-1359.65,EUR,-1359.65,1.000000,0.98,,ALLOCATED,Direct bank transaction to business event mapping.,BE-EXP-202112-002,2021-12-15,2021-12,2021,Q4,KEEYA_EUROPE_BV,Europe,Ireland,,,SUP-AZURE,Microsoft Ireland Operations Ltd,Microsoft Ireland Operations Ltd,SUPPLIER,Cloud Infrastructure Cost,Cloud Infrastructure Cost,Cloud Infrastructure Cost,AI Infrastructure,AI Infrastructure,Core Platform,,,2021-12-15,2022-12-15,FALSE,,2021-12-15,1359.65,EUR,EUR,1.00,-1359.65,30,2022-01-14,2022-01-14,2022-01-14,SETTLED_ON_TIME,30,CURRENT,FALSE,0.00,0.00,FALSE,FALSE,FALSE,derived_from_v4_master,low,Business fact derived from V4 operating simulation.,bank_statement_table + bank_business_mapping_table + business_truth_table,,,,,,1
